"filename", "handler", "benchmarker", "rate", "time"
"http/frameworks.js", "baseline", "test-double-http", 2098, 5.071251778
"http/frameworks.js", "modifyReq", "test-double-http", 2174, 5.070885354
"http/frameworks.js", "modifyProto", "test-double-http", 2053, 5.076373917
"http/frameworks.js", "newProto", "test-double-http", 2015, 5.075127938
"http/frameworks.js", "replaceProto", "test-double-http", 1987, 5.079487669
"http/frameworks.js", "wrapReq", "test-double-http", 1839, 5.072417505
"http/frameworks.js", "proxy", "test-double-http", 2419, 5.067692669
"http/frameworks.js", "modifySome", "test-double-http", 2143, 5.06883407
"http/frameworks.js", "express", "test-double-http", 2023, 5.070347301
"http/frameworks.js", "restify", "test-double-http", 1887, 5.07523805
"http/frameworks.js", "baseline", "test-double-http", 2305, 5.068639239
"http/frameworks.js", "modifyReq", "test-double-http", 2433, 5.0708267320000004
"http/frameworks.js", "modifyProto", "test-double-http", 2172, 5.068689034
"http/frameworks.js", "newProto", "test-double-http", 1680, 5.383822242
"http/frameworks.js", "replaceProto", "test-double-http", 1620, 5.070940163
"http/frameworks.js", "wrapReq", "test-double-http", 2480, 5.071881444
"http/frameworks.js", "proxy", "test-double-http", 1604, 5.078884167
"http/frameworks.js", "modifySome", "test-double-http", 2117, 5.134746531
"http/frameworks.js", "express", "test-double-http", 1685, 5.068169328
"http/frameworks.js", "restify", "test-double-http", 1509, 5.07257585
"http/frameworks.js", "baseline", "test-double-http", 2967, 5.076002774
"http/frameworks.js", "modifyReq", "test-double-http", 2054, 5.071818807
"http/frameworks.js", "modifyProto", "test-double-http", 1888, 5.084717169
"http/frameworks.js", "newProto", "test-double-http", 1790, 5.091540472
"http/frameworks.js", "replaceProto", "test-double-http", 2073, 5.06900606
"http/frameworks.js", "wrapReq", "test-double-http", 2118, 5.077233357
"http/frameworks.js", "proxy", "test-double-http", 2088, 5.070160552
"http/frameworks.js", "modifySome", "test-double-http", 1164, 5.070155906
"http/frameworks.js", "express", "test-double-http", 1956, 5.06725157
