"filename", "handler", "benchmarker", "rate", "time"
"http/modify-req.js", "modifyReq", "test-double-http", 1557, 5.077999014
"http/modify-req.js", "modifyProto", "test-double-http", 1364, 5.089431951
"http/modify-req.js", "newProto", "test-double-http", 1650, 5.081583049
"http/modify-req.js", "replaceProto", "test-double-http", 1774, 5.073991969
"http/modify-req.js", "wrapReq", "test-double-http", 1982, 5.073948922
"http/modify-req.js", "proxy", "test-double-http", 1433, 5.090502607
"http/modify-req.js", "modifySome", "test-double-http", 1726, 5.079438979
"http/modify-req.js", "baseline", "test-double-http", 1608, 5.083796469
"http/modify-req.js", "modifyReq", "test-double-http", 1778, 5.072715187
"http/modify-req.js", "modifyProto", "test-double-http", 1644, 5.084570726
"http/modify-req.js", "newProto", "test-double-http", 1759, 5.090808614
"http/modify-req.js", "replaceProto", "test-double-http", 1632, 5.079470859
"http/modify-req.js", "wrapReq", "test-double-http", 1548, 5.074993295
"http/modify-req.js", "proxy", "test-double-http", 1886, 5.093034687
"http/modify-req.js", "modifySome", "test-double-http", 1815, 5.074625051
"http/modify-req.js", "baseline", "test-double-http", 1581, 5.0747357300000004
"http/modify-req.js", "modifyReq", "test-double-http", 1512, 5.094488406
"http/modify-req.js", "modifyProto", "test-double-http", 1730, 5.074195778
"http/modify-req.js", "newProto", "test-double-http", 1415, 5.081068668
"http/modify-req.js", "replaceProto", "test-double-http", 2089, 5.075182633
"http/modify-req.js", "wrapReq", "test-double-http", 1414, 5.096472214
"http/modify-req.js", "proxy", "test-double-http", 1672, 5.075225157
"http/modify-req.js", "modifySome", "test-double-http", 1342, 5.093451306
"http/modify-req.js", "baseline", "test-double-http", 1742, 5.076530656
"http/modify-req.js", "modifyReq", "test-double-http", 1469, 5.083083195
"http/modify-req.js", "modifyProto", "test-double-http", 1996, 5.302030508
"http/modify-req.js", "newProto", "test-double-http", 1875, 5.071873365
"http/modify-req.js", "replaceProto", "test-double-http", 1612, 5.074392206
"http/modify-req.js", "wrapReq", "test-double-http", 1475, 5.095041033
"http/modify-req.js", "proxy", "test-double-http", 1684, 5.106734008
"http/modify-req.js", "modifySome", "test-double-http", 1576, 5.077608451
"http/modify-req.js", "baseline", "test-double-http", 1830, 5.092857588
"http/modify-req.js", "modifyReq", "test-double-http", 1637, 5.073329729
"http/modify-req.js", "modifyProto", "test-double-http", 1623, 5.075283362
"http/modify-req.js", "newProto", "test-double-http", 1477, 5.080744814
"http/modify-req.js", "replaceProto", "test-double-http", 1989, 5.112130587
"http/modify-req.js", "wrapReq", "test-double-http", 1300, 5.076168328
"http/modify-req.js", "proxy", "test-double-http", 1605, 5.077485309
"http/modify-req.js", "modifySome", "test-double-http", 1906, 5.077649091
"http/modify-req.js", "baseline", "test-double-http", 1558, 5.073639355
"http/modify-req.js", "modifyReq", "test-double-http", 1599, 5.072972666
"http/modify-req.js", "modifyProto", "test-double-http", 1653, 5.073587554
"http/modify-req.js", "newProto", "test-double-http", 1445, 5.083349221
"http/modify-req.js", "replaceProto", "test-double-http", 1814, 5.103634116
"http/modify-req.js", "wrapReq", "test-double-http", 1856, 5.158504764
"http/modify-req.js", "proxy", "test-double-http", 1430, 5.081745367
"http/modify-req.js", "modifySome", "test-double-http", 1592, 5.085880959
"http/modify-req.js", "baseline", "test-double-http", 1571, 5.095468398
"http/modify-req.js", "modifyReq", "test-double-http", 1576, 5.083604653
"http/modify-req.js", "modifyProto", "test-double-http", 2113, 5.080280187
"http/modify-req.js", "newProto", "test-double-http", 1531, 5.076973439
"http/modify-req.js", "replaceProto", "test-double-http", 828, 5.079693084
"http/modify-req.js", "wrapReq", "test-double-http", 1151, 5.073786745
"http/modify-req.js", "proxy", "test-double-http", 2380, 5.071233054
"http/modify-req.js", "modifySome", "test-double-http", 1679, 5.072671599
"http/modify-req.js", "baseline", "test-double-http", 1922, 5.257318708
"http/modify-req.js", "modifyReq", "test-double-http", 1585, 5.097526047
"http/modify-req.js", "modifyProto", "test-double-http", 2171, 5.083665733
"http/modify-req.js", "newProto", "test-double-http", 1726, 5.244638961
"http/modify-req.js", "replaceProto", "test-double-http", 1714, 5.071600956
"http/modify-req.js", "wrapReq", "test-double-http", 1255, 5.075080299
"http/modify-req.js", "proxy", "test-double-http", 1797, 5.072147275
"http/modify-req.js", "modifySome", "test-double-http", 1298, 5.358405575
"http/modify-req.js", "baseline", "test-double-http", 1791, 5.073608498
"http/modify-req.js", "modifyReq", "test-double-http", 1804, 5.079239501
"http/modify-req.js", "modifyProto", "test-double-http", 1790, 5.078584756
"http/modify-req.js", "newProto", "test-double-http", 2001, 5.109647513
"http/modify-req.js", "replaceProto", "test-double-http", 1685, 5.081115437
"http/modify-req.js", "wrapReq", "test-double-http", 1539, 5.074305293
"http/modify-req.js", "proxy", "test-double-http", 1717, 5.143162802
"http/modify-req.js", "modifySome", "test-double-http", 1692, 5.078956301
"http/modify-req.js", "baseline", "test-double-http", 1768, 5.075840799
"http/modify-req.js", "modifyReq", "test-double-http", 1347, 5.073016884
"http/modify-req.js", "modifyProto", "test-double-http", 609, 8.74229053
"http/modify-req.js", "newProto", "test-double-http", 915, 5.302679927
"http/modify-req.js", "replaceProto", "test-double-http", 1530, 5.155708235
"http/modify-req.js", "wrapReq", "test-double-http", 1417, 5.15488589
"http/modify-req.js", "proxy", "test-double-http", 2046, 5.078509709
"http/modify-req.js", "modifySome", "test-double-http", 3398, 5.075676779
"http/modify-req.js", "baseline", "test-double-http", 2764, 5.0730317639999996
"http/modify-req.js", "modifyReq", "test-double-http", 1957, 5.103632466
"http/modify-req.js", "modifyProto", "test-double-http", 1630, 5.07620551
"http/modify-req.js", "newProto", "test-double-http", 1449, 5.079293152
"http/modify-req.js", "replaceProto", "test-double-http", 1131, 5.073161688
"http/modify-req.js", "wrapReq", "test-double-http", 1400, 5.074215236
"http/modify-req.js", "proxy", "test-double-http", 858, 5.074580767
"http/modify-req.js", "modifySome", "test-double-http", 2694, 5.073352135
"http/modify-req.js", "baseline", "test-double-http", 2211, 5.069615008
"http/modify-req.js", "modifyReq", "test-double-http", 1210, 5.068328491
"http/modify-req.js", "modifyProto", "test-double-http", 3040, 5.079520536
"http/modify-req.js", "newProto", "test-double-http", 2300, 5.340312147
"http/modify-req.js", "replaceProto", "test-double-http", 2242, 5.069430515
"http/modify-req.js", "wrapReq", "test-double-http", 1848, 5.068639425
